,from,to,weight
113948,Schnetzer S.,Sirunyan A.M.,416
114018,Schulte J.F.,Sirunyan A.M.,416
114046,Schwandt J.,Sirunyan A.M.,416
59499,Goh J.,Sirunyan A.M.,416
59561,Goldstein J.,Sirunyan A.M.,416
59578,Golf F.,Sirunyan A.M.,416
59597,Golubev N.,Sirunyan A.M.,416
59604,Golutvin I.,Sirunyan A.M.,416
59607,Gomber B.,Sirunyan A.M.,416
59633,Gomez G.,Sirunyan A.M.,416
59671,Goncharov M.,Sirunyan A.M.,416
113671,Savrin V.,Sirunyan A.M.,416
113887,Schleper P.,Sirunyan A.M.,416
113899,Schmidt A.,Sirunyan A.M.,416
12775,Adam W.,Sirunyan A.M.,416
59048,Giammanco A.,Sirunyan A.M.,416
59138,Giffels M.,Sirunyan A.M.,416
114096,Sciacca C.,Sirunyan A.M.,416
114103,Scodellaro L.,Sirunyan A.M.,416
114116,Sculac T.,Sirunyan A.M.,416
114196,Seez C.,Sirunyan A.M.,416
114235,Seixas J.,Sirunyan A.M.,416
114247,Sekmen S.,Sirunyan A.M.,416
59142,Gigi D.,Sirunyan A.M.,416
59158,Gilbert A.,Sirunyan A.M.,416
59193,Gill K.,Sirunyan A.M.,416
59221,Gilmore J.,Sirunyan A.M.,416
59359,Glege F.,Sirunyan A.M.,416
59415,Gninenko S.,Sirunyan A.M.,416
59423,Go Y.,Sirunyan A.M.,416
114625,Sharan M.,Sirunyan A.M.,416
114659,Sharma R.,Sirunyan A.M.,416
58441,Garutti E.,Sirunyan A.M.,416
58445,Gary J.W.,Sirunyan A.M.,416
58453,Gascon S.,Sirunyan A.M.,416
58484,Gastler D.,Sirunyan A.M.,416
58587,Gavrilov V.,Sirunyan A.M.,416
58710,Geiser A.,Sirunyan A.M.,416
58801,Geralis T.,Sirunyan A.M.,416
58809,Gerber C.E.,Sirunyan A.M.,416
58878,Gershtein Y.,Sirunyan A.M.,416
58900,Geurts F.J.M.,Sirunyan A.M.,416
58971,Ghezzi A.,Sirunyan A.M.,416
57010,Foudas C.,Sirunyan A.M.,416
57029,Fouz M.C.,Sirunyan A.M.,416
57086,Francis B.,Sirunyan A.M.,416
114742,Sheldon P.,Sirunyan A.M.,416
114919,Shmatov S.,Sirunyan A.M.,416
57182,Franzoni G.,Sirunyan A.M.,416
57210,Freeman J.,Sirunyan A.M.,416
57735,Galanti M.,Sirunyan A.M.,416
57787,Gallinaro M.,Sirunyan A.M.,416
57794,Gallo E.,Sirunyan A.M.,416
57799,Galloni C.,Sirunyan A.M.,416
57877,Gandrajula R.P.,Sirunyan A.M.,416
57977,Ganjour S.,Sirunyan A.M.,416
58153,Garcia-Bellido A.,Sirunyan A.M.,416
114533,Shah M.A.,Sirunyan A.M.,416
115069,Si W.,Sirunyan A.M.,416
115072,Siado J.E.,Sirunyan A.M.,416
115168,Sikler F.,Sirunyan A.M.,416
115212,Silva P.,Sirunyan A.M.,416
56314,Field R.D.,Sirunyan A.M.,416
56375,Finco L.,Sirunyan A.M.,416
56431,Fiorendi S.,Sirunyan A.M.,416
56532,Flacher H.,Sirunyan A.M.,416
56595,Flix J.,Sirunyan A.M.,416
56606,Florent A.,Sirunyan A.M.,416
56628,Florez C.,Sirunyan A.M.,416
56653,Flügge G.,Sirunyan A.M.,416
56656,Focardi E.,Sirunyan A.M.,416
56786,Folgueras S.,Sirunyan A.M.,416
56932,Ford W.T.,Sirunyan A.M.,416
55608,Favart L.,Sirunyan A.M.,416
55665,Fedi G.,Sirunyan A.M.,416
115264,Simonis H.J.,Sirunyan A.M.,416
115333,Singh J.B.,Sirunyan A.M.,416
115787,Sirois Y.,Sirunyan A.M.,416
115791,Siroli G.P.,Sirunyan A.M.,416
115803,Sirunyan A.M.,Skinnari L.,416
115805,Sirunyan A.M.,Skovpen K.,416
115806,Sirunyan A.M.,Skovpen Y.,416
115808,Sirunyan A.M.,Skuja A.,416
55787,Feld L.,Sirunyan A.M.,416
55950,Ferguson T.,Sirunyan A.M.,416
55990,Fernandez M.,Sirunyan A.M.,416
56249,Ferri F.,Sirunyan A.M.,416
115026,Shukla P.,Sirunyan A.M.,416
115065,Shvetsov I.,Sirunyan A.M.,416
115841,Sirunyan A.M.,Snow G.R.,416
115842,Sirunyan A.M.,Snyder C.,416
115847,Sirunyan A.M.,Sobol A.,416
54675,Eusebi R.,Sirunyan A.M.,416
54683,Evangelou I.,Sirunyan A.M.,416
54686,Evans A.,Sirunyan A.M.,416
54698,Evdokimov O.,Sirunyan A.M.,416
54724,Everaerts P.,Sirunyan A.M.,416
55135,Fabozzi F.,Sirunyan A.M.,416
55146,Faccioli P.,Sirunyan A.M.,416
55268,Fallavollita F.,Sirunyan A.M.,416
55344,Fanfani A.,Sirunyan A.M.,416
55399,Fang W.,Sirunyan A.M.,416
55415,Fangmeier C.,Sirunyan A.M.,416
55573,Faure J.L.,Sirunyan A.M.,416
115867,Sirunyan A.M.,Somalwar S.,416
115900,Sirunyan A.M.,Spanier S.,416
115905,Sirunyan A.M.,Sperka D.,416
115908,Sirunyan A.M.,Sphicas P.,416
53362,Eckerlin G.,Sirunyan A.M.,416
53366,Ecklund K.M.,Sirunyan A.M.,416
53423,Eerola P.,Sirunyan A.M.,416
54028,Elmer P.,Sirunyan A.M.,416
54074,Elvira V.D.,Sirunyan A.M.,416
54243,Eno S.C.,Sirunyan A.M.,416
54272,Epshteyn V.,Sirunyan A.M.,416
54285,Erbacher R.,Sirunyan A.M.,416
54291,Erdmann M.,Sirunyan A.M.,416
54294,Erdmann W.,Sirunyan A.M.,416
115834,Sirunyan A.M.,Smith V.J.,416
115835,Sirunyan A.M.,Smith W.H.,416
115909,Sirunyan A.M.,Spiegel L.,416
115917,Sirunyan A.M.,Spiridonov A.,416
115918,Sirunyan A.M.,Spiropulu M.,416
115923,Sirunyan A.M.,Srimanobhas N.,416
115926,Sirunyan A.M.,Stadie H.,416
115928,Sirunyan A.M.,Stahl A.,416
115932,Sirunyan A.M.,Staiano A.,416
115950,Sirunyan A.M.,Starodumov A.,416
52982,Dupont N.,Sirunyan A.M.,416
53014,Duric S.,Sirunyan A.M.,416
53019,Durkin L.S.,Sirunyan A.M.,416
53101,Dutta D.,Sirunyan A.M.,416
53112,Dutta V.,Sirunyan A.M.,416
115852,Sirunyan A.M.,Soha A.,416
115856,Sirunyan A.M.,Solano A.,416
115972,Sirunyan A.M.,Stephans G.S.F.,416
115975,Sirunyan A.M.,Stickland D.,416
115991,Sirunyan A.M.,Stoynev S.,416
115993,Sirunyan A.M.,Strait J.,416
51588,Dobson M.,Sirunyan A.M.,416
51593,Dobur D.,Sirunyan A.M.,416
51668,Dolen J.,Sirunyan A.M.,416
51703,Dominguez A.,Sirunyan A.M.,416
51754,Donato S.,Sirunyan A.M.,416
51891,Dordevic M.,Sirunyan A.M.,416
51930,Doroba K.,Sirunyan A.M.,416
52082,Dozen C.,Sirunyan A.M.,416
52212,Dremin I.,Sirunyan A.M.,416
52476,Duarte J.,Sirunyan A.M.,416
52506,Dube S.,Sirunyan A.M.,416
52795,Dugad S.,Sirunyan A.M.,416
116038,Sirunyan A.M.,Sulimov V.,416
116041,Sirunyan A.M.,Sultanov G.,416
116045,Sirunyan A.M.,Summers S.,416
50613,Dev N.,Sirunyan A.M.,416
50724,Dewanjee R.K.,Sirunyan A.M.,416
51075,Diemoz M.,Sirunyan A.M.,416
51100,Dierlamm A.,Sirunyan A.M.,416
51174,Dilsiz K.,Sirunyan A.M.,416
51185,Dimitrov A.,Sirunyan A.M.,416
51197,Dinardo M.E.,Sirunyan A.M.,416
51400,Dissertori G.,Sirunyan A.M.,416
51434,Dittmann J.,Sirunyan A.M.,416
51437,Dittmar M.,Sirunyan A.M.,416
51441,Dittmer S.,Sirunyan A.M.,416
115958,Sirunyan A.M.,Steggemann J.,416
115969,Sirunyan A.M.,Stenson K.,416
116079,Sirunyan A.M.,Szillasi Z.,416
116080,Sirunyan A.M.,Szleper M.,416
116081,Sirunyan A.M.,Sznajder A.,416
50008,Dejardin M.,Sirunyan A.M.,416
50189,Delaere C.,Sirunyan A.M.,416
50205,Delcourt M.,Sirunyan A.M.,416
50214,Delgado A.,Sirunyan A.M.,416
50303,Demina R.,Sirunyan A.M.,416
50307,Demiragli Z.,Sirunyan A.M.,416
50312,Demiroglu Z.S.,Sirunyan A.M.,416
50338,Denegri D.,Sirunyan A.M.,416
50461,Depasse P.,Sirunyan A.M.,416
50481,Dermenev A.,Sirunyan A.M.,416
116003,Sirunyan A.M.,Strobbe N.,416
116012,Sirunyan A.M.,Stuart D.,416
116027,Sirunyan A.M.,Suarez I.,416
48323,Dalchenko M.,Sirunyan A.M.,416
48382,Damarseckin S.,Sirunyan A.M.,416
116097,Sirunyan A.M.,Tadel M.,416
116128,Sirunyan A.M.,Tao J.,416
116134,Sirunyan A.M.,Tapper A.,416
116144,Sirunyan A.M.,Tatar K.,416
48394,Damgov J.,Sirunyan A.M.,416
48880,Daskalakis G.,Sirunyan A.M.,416
48891,Dasu S.,Sirunyan A.M.,416
48935,Dauncey P.,Sirunyan A.M.,416
49074,David A.,Sirunyan A.M.,416
49105,Davies G.,Sirunyan A.M.,416
49152,Davignon O.,Sirunyan A.M.,416
116055,Sirunyan A.M.,Sur N.,416
116058,Sirunyan A.M.,Susa T.,416
116068,Sirunyan A.M.,Swain S.K.,416
116178,Sirunyan A.M.,Teodorescu L.,416
116184,Sirunyan A.M.,Terkulov A.,416
47621,Coubez X.,Sirunyan A.M.,416
47626,Couderc F.,Sirunyan A.M.,416
47647,Cousins R.,Sirunyan A.M.,416
47666,Covarelli R.,Sirunyan A.M.,416
47689,Cox B.,Sirunyan A.M.,416
47697,Cox P.T.,Sirunyan A.M.,416
47774,Cremonesi M.,Sirunyan A.M.,416
47964,Cuevas J.,Sirunyan A.M.,416
47970,Cuffiani M.,Sirunyan A.M.,416
48006,Cumalat J.P.,Sirunyan A.M.,416
48065,Cussans D.,Sirunyan A.M.,416
48074,Cutts D.,Sirunyan A.M.,416
48101,Czellar S.,Sirunyan A.M.,416
48166,Dabrowski A.,Sirunyan A.M.,416
46969,Colling D.,Sirunyan A.M.,416
116192,Sirunyan A.M.,Teyssier D.,416
116194,Sirunyan A.M.,Thakur S.,416
116207,Sirunyan A.M.,Thom J.,416
116209,Sirunyan A.M.,Thomas L.,416
116210,Sirunyan A.M.,Thomas S.,416
116229,Sirunyan A.M.,Tiras E.,416
47221,Connor P.,Sirunyan A.M.,416
47247,Contardo D.,Sirunyan A.M.,416
47268,Conway J.,Sirunyan A.M.,416
47377,Cooper S.I.,Sirunyan A.M.,416
47441,Cornelis T.,Sirunyan A.M.,416
47544,Cossutti F.,Sirunyan A.M.,416
116149,Sirunyan A.M.,Tavernier S.,416
116155,Sirunyan A.M.,Taylor D.,416
116158,Sirunyan A.M.,Taylor L.,416
46121,Ciulli V.,Sirunyan A.M.,416
46132,Claes D.R.,Sirunyan A.M.,416
46202,Clare R.,Sirunyan A.M.,416
116234,Sirunyan A.M.,Titov M.,416
116239,Sirunyan A.M.,Tlisov D.,416
116252,Sirunyan A.M.,Toldaiev O.,416
116254,Sirunyan A.M.,Tomalin I.R.,416
116259,Sirunyan A.M.,Toms M.,416
116261,Sirunyan A.M.,Tonelli G.,416
116267,Sirunyan A.M.,Tonjes M.B.,416
46277,Clement E.,Sirunyan A.M.,416
46289,Clerbaux B.,Sirunyan A.M.,416
46737,Cockerill D.J.A.,Sirunyan A.M.,416
46946,Colino N.,Sirunyan A.M.,416
46956,Collard C.,Sirunyan A.M.,416
116290,Sirunyan A.M.,Tosi S.,416
116301,Sirunyan A.M.,Tran N.V.,416
42437,Cheung H.W.K.,Sirunyan A.M.,416
43028,Chinellato J.,Sirunyan A.M.,416
43566,Chlebana F.,Sirunyan A.M.,416
43621,Cho S.,Sirunyan A.M.,416
43841,Choi S.,Sirunyan A.M.,416
44867,Chou J.P.,Sirunyan A.M.,416
44881,Choudhary B.C.,Sirunyan A.M.,416
45295,Chudasama R.,Sirunyan A.M.,416
46042,Ciangottini D.,Sirunyan A.M.,416
46084,Ciocci M.A.,Sirunyan A.M.,416
46089,Cipriani M.,Sirunyan A.M.,416
46094,Ciriolo V.,Sirunyan A.M.,416
46116,Cittolin S.,Sirunyan A.M.,416
40789,Chawla R.,Sirunyan A.M.,416
116309,Sirunyan A.M.,Treille D.,416
116314,Sirunyan A.M.,Trevisani N.,416
116317,Sirunyan A.M.,Tricomi A.,416
116332,Sirunyan A.M.,Troshin S.,416
116352,Sirunyan A.M.,Tsirou A.,416
41214,Chen G.M.,Sirunyan A.M.,416
41241,Chen H.S.,Sirunyan A.M.,416
41277,Chen K.F.,Sirunyan A.M.,416
41326,Chen M.,Sirunyan A.M.,416
41354,Chen P.H.,Sirunyan A.M.,416
41668,Chenarani S.,Sirunyan A.M.,416
42248,Cheng T.,Sirunyan A.M.,416
116279,Sirunyan A.M.,Toropin A.,416
33517,Chabert E.C.,Sirunyan A.M.,416
116369,Sirunyan A.M.,Tully C.,416
116370,Sirunyan A.M.,Tumasyan A.,416
116372,Sirunyan A.M.,Tuo S.,416
116374,Sirunyan A.M.,Tuominiemi J.,416
116379,Sirunyan A.M.,Turkcapar S.,416
116386,Sirunyan A.M.,Tuuva T.,416
116387,Sirunyan A.M.,Tuve C.,416
116388,Sirunyan A.M.,Tytgat M.,416
116389,Sirunyan A.M.,Tyurin N.,416
36114,Chanon N.,Sirunyan A.M.,416
36836,Chao Y.,Sirunyan A.M.,416
36938,Chapon E.,Sirunyan A.M.,416
37607,Charlot C.,Sirunyan A.M.,416
40229,Chatterjee R.M.,Sirunyan A.M.,416
116398,Sirunyan A.M.,Ulrich R.,416
116407,Sirunyan A.M.,Uplegger L.,416
116415,Sirunyan A.M.,Usai E.,416
116420,Sirunyan A.M.,Uzunian A.,416
116421,Sirunyan A.M.,Vaandering E.W.,416
33093,Carvalho W.,Sirunyan A.M.,416
33127,Casarsa M.,Sirunyan A.M.,416
33186,Castaldi R.,Sirunyan A.M.,416
33214,Castilla-Valdez H.,Sirunyan A.M.,416
33312,Cavallari F.,Sirunyan A.M.,416
33328,Cavallo N.,Sirunyan A.M.,416
33334,Cavanaugh R.,Sirunyan A.M.,416
33420,Cepeda M.,Sirunyan A.M.,416
33426,Cerati G.B.,Sirunyan A.M.,416
33448,Cerminara G.,Sirunyan A.M.,416
33464,Cerrada M.,Sirunyan A.M.,416
31803,Bylsma B.,Sirunyan A.M.,416
31902,Cabrera A.,Sirunyan A.M.,416
31913,Cabrillo I.J.,Sirunyan A.M.,416
31996,Caillol C.,Sirunyan A.M.,416
32005,Cakir A.,Sirunyan A.M.,416
32027,Calderon A.,Sirunyan A.M.,416
116443,Sirunyan A.M.,Valuev V.,416
32047,Cali I.A.,Sirunyan A.M.,416
32150,Caminada L.,Sirunyan A.M.,416
32166,Campagnari C.,Sirunyan A.M.,416
32186,Campbell A.,Sirunyan A.M.,416
32227,Camporesi T.,Sirunyan A.M.,416
32279,Canelli M.F.,Sirunyan A.M.,416
116392,Sirunyan A.M.,Uchida K.,416
116397,Sirunyan A.M.,Ulmer K.A.,416
116489,Sirunyan A.M.,Varelas N.,416
116519,Sirunyan A.M.,Veelken C.,416
116520,Sirunyan A.M.,Velasco M.,416
116523,Sirunyan A.M.,Velkovska J.,416
30260,Bruno G.,Sirunyan A.M.,416
30517,Buchanan J.,Sirunyan A.M.,416
30529,Buchmuller O.,Sirunyan A.M.,416
30942,Bunkowski K.,Sirunyan A.M.,416
31386,Burkett K.,Sirunyan A.M.,416
31428,Burt K.,Sirunyan A.M.,416
31482,Busson P.,Sirunyan A.M.,416
31500,Busza W.,Sirunyan A.M.,416
31552,Butler P.H.,Sirunyan A.M.,416
31752,Butz E.,Sirunyan A.M.,416
31799,Bylinkin A.,Sirunyan A.M.,416
116557,Sirunyan A.M.,Verzetti M.,416
116560,Sirunyan A.M.,Veszpremi V.,416
29382,Boudoul G.,Sirunyan A.M.,416
29417,Bouhali O.,Sirunyan A.M.,416
29687,Brandt S.,Sirunyan A.M.,416
29696,Branson J.G.,Sirunyan A.M.,416
29854,Brew C.,Sirunyan A.M.,416
29893,Brigljevic V.,Sirunyan A.M.,416
29949,Brinkerhoff A.,Sirunyan A.M.,416
29987,Brivio F.,Sirunyan A.M.,416
30043,Brom J.M.,Sirunyan A.M.,416
30060,Brooke J.J.,Sirunyan A.M.,416
30179,Brown R.M.,Sirunyan A.M.,416
116482,Sirunyan A.M.,Vanlaer P.,416
116485,Sirunyan A.M.,Vannerom D.,416
116488,Sirunyan A.M.,Varela J.,416
27455,Boccali T.,Sirunyan A.M.,416
27623,Boimska B.,Sirunyan A.M.,416
116580,Sirunyan A.M.,Vila I.,416
116594,Sirunyan A.M.,Virdee T.,416
116596,Sirunyan A.M.,Viret S.,416
116598,Sirunyan A.M.,Vischia P.,416
116609,Sirunyan A.M.,Vlasov E.,416
116610,Sirunyan A.M.,Vlimant J.R.,416
29059,Boos E.,Sirunyan A.M.,416
29172,Bornheim A.,Sirunyan A.M.,416
29196,Borras K.,Sirunyan A.M.,416
29224,Bortignon P.,Sirunyan A.M.,416
29305,Bose T.,Sirunyan A.M.,416
29340,Botta C.,Sirunyan A.M.,416
116542,Sirunyan A.M.,Veres G.I.,416
27016,Biino C.,Sirunyan A.M.,416
27056,Bilin B.,Sirunyan A.M.,416
27331,Blekman F.,Sirunyan A.M.,416
27343,Blinov V.,Sirunyan A.M.,416
116617,Sirunyan A.M.,Volkov A.,416
116621,Sirunyan A.M.,Volobouev I.,416
116625,Sirunyan A.M.,Vormwald B.,416
116629,Sirunyan A.M.,Vorobyev A.,416
116633,Sirunyan A.M.,Voutilainen M.,416
116648,Sirunyan A.M.,Wagner S.R.,416
116663,Sirunyan A.M.,Wallny R.,416
27362,Bloch D.,Sirunyan A.M.,416
27369,Bloch P.,Sirunyan A.M.,416
27386,Bloom K.,Sirunyan A.M.,416
27405,Bluj M.,Sirunyan A.M.,416
27417,Blumenfeld B.,Sirunyan A.M.,416
116665,Sirunyan A.M.,Waltenberger W.,416
116674,Sirunyan A.M.,Wang D.,416
26539,Bhardwaj A.,Sirunyan A.M.,416
26563,Bhat P.C.,Sirunyan A.M.,416
26585,Bhatnagar V.,Sirunyan A.M.,416
26603,Bhattacharya R.,Sirunyan A.M.,416
26873,Bi R.,Sirunyan A.M.,416
26885,Bialkowska H.,Sirunyan A.M.,416
26899,Bianchini L.,Sirunyan A.M.,416
26907,Bianco S.,Sirunyan A.M.,416
25672,Bencze G.,Sirunyan A.M.,416
25677,Bendavid J.,Sirunyan A.M.,416
25709,Benelli G.,Sirunyan A.M.,416
25921,Benussi L.,Sirunyan A.M.,416
116695,Sirunyan A.M.,Wardle N.,416
116710,Sirunyan A.M.,Wayne M.,416
116715,Sirunyan A.M.,Weber H.A.,416
25994,Bergauer T.,Sirunyan A.M.,416
26230,Bernet C.,Sirunyan A.M.,416
26255,Berry D.,Sirunyan A.M.,416
26265,Berryhill J.,Sirunyan A.M.,416
26293,Besancon M.,Sirunyan A.M.,416
116664,Sirunyan A.M.,Walsh R.,416
116745,Sirunyan A.M.,West C.,416
116794,Sirunyan A.M.,Wimpenny S.,416
116795,Sirunyan A.M.,Winer B.L.,416
24902,Baty A.,Sirunyan A.M.,416
25074,Bayshev I.,Sirunyan A.M.,416
25103,Bean A.,Sirunyan A.M.,416
25117,Beauceron S.,Sirunyan A.M.,416
25122,Beaudette F.,Sirunyan A.M.,416
25260,Behera P.K.,Sirunyan A.M.,416
25267,Behnke O.,Sirunyan A.M.,416
25316,Bein S.,Sirunyan A.M.,416
25396,Belforte S.,Sirunyan A.M.,416
25440,Bellan R.,Sirunyan A.M.,416
25518,Belloni A.,Sirunyan A.M.,416
25651,Benato L.,Sirunyan A.M.,416
23407,Bakhshiansohi H.,Sirunyan A.M.,416
116804,Sirunyan A.M.,Wissing C.,416
116807,Sirunyan A.M.,Wittich P.,416
116814,Sirunyan A.M.,Wolf M.,416
116815,Sirunyan A.M.,Wolf R.,416
116817,Sirunyan A.M.,Wolfe E.,416
116825,Sirunyan A.M.,Wood D.,416
23628,Ban Y.,Sirunyan A.M.,416
23903,Bansal S.,Sirunyan A.M.,416
24276,Barberis E.,Sirunyan A.M.,416
24340,Bargassa P.,Sirunyan A.M.,416
24425,Barnes V.E.,Sirunyan A.M.,416
24434,Barney D.,Sirunyan A.M.,416
24448,Baron O.,Sirunyan A.M.,416
116856,Sirunyan A.M.,Wyslouch B.,416
116870,Sirunyan A.M.,Xie S.,416
116871,Sirunyan A.M.,Xie W.,416
116882,Sirunyan A.M.,Yagil A.,416
116884,Sirunyan A.M.,Yalvac M.,416
21469,Avery P.,Sirunyan A.M.,416
21629,Avila C.,Sirunyan A.M.,416
22467,Azarkin M.,Sirunyan A.M.,416
22484,Azhgirey I.,Sirunyan A.M.,416
22529,Aziz T.,Sirunyan A.M.,416
22604,Baarmand M.M.,Sirunyan A.M.,416
22730,Bachtis M.,Sirunyan A.M.,416
22817,Baden A.,Sirunyan A.M.,416
23182,Bahinipati S.,Sirunyan A.M.,416
23220,Baillon P.,Sirunyan A.M.,416
23225,Bainbridge R.,Sirunyan A.M.,416
19207,Arneodo M.,Sirunyan A.M.,416
116900,Sirunyan A.M.,Yang U.K.,416
116902,Sirunyan A.M.,Yang Y.C.,416
116909,Sirunyan A.M.,Yates B.R.,416
116912,Sirunyan A.M.,Yazgan E.,416
116926,Sirunyan A.M.,Yohay R.,416
116929,Sirunyan A.M.,Yoo J.,416
116938,Sirunyan A.M.,Yu G.B.,416
19851,Asavapibhop B.,Sirunyan A.M.,416
20004,Asawatangtrakuldee C.,Sirunyan A.M.,416
20255,Askew A.,Sirunyan A.M.,416
20994,Attikis A.,Sirunyan A.M.,416
21084,Auffray E.,Sirunyan A.M.,416
116835,Sirunyan A.M.,Wright D.,416
116847,Sirunyan A.M.,Wu Z.,416
116850,Sirunyan A.M.,Wulz C.E.,416
17176,Andrews M.B.,Sirunyan A.M.,416
116939,Sirunyan A.M.,Yu I.,416
116943,Sirunyan A.M.,Yu S.S.,416
116949,Sirunyan A.M.,Yumiceva F.,416
116950,Sirunyan A.M.,Yusli M.N.,416
116954,Sirunyan A.M.,Zabi A.,416
116968,Sirunyan A.M.,Zalewski P.,416
116978,Sirunyan A.M.,Zarubin A.,416
17232,Androsov K.,Sirunyan A.M.,416
17944,Antunovic Z.,Sirunyan A.M.,416
18397,Apollinari G.,Sirunyan A.M.,416
18478,Apresyan A.,Sirunyan A.M.,416
18486,Apyan A.,Sirunyan A.M.,416
18799,Arcaro D.,Sirunyan A.M.,416
18823,Arcidiacono R.,Sirunyan A.M.,416
18975,Argiro S.,Sirunyan A.M.,416
15730,Alimena J.,Sirunyan A.M.,416
15925,Almond J.,Sirunyan A.M.,416
116993,Sirunyan A.M.,Zeuner W.D.,416
117013,Sirunyan A.M.,Zhao J.,416
16164,Alves G.A.,Sirunyan A.M.,416
16186,Alyari M.,Sirunyan A.M.,416
16239,Amapane N.,Sirunyan A.M.,416
16440,Amin N.,Sirunyan A.M.,416
94628,Mehta A.,Sirunyan A.M.,417
117003,Sirunyan A.M.,Zhang J.,417
32267,Candelise V.,Sirunyan A.M.,417
46106,Citron M.,Sirunyan A.M.,417
100864,Olsen J.,Sirunyan A.M.,417
89692,Liu M.,Sirunyan A.M.,417
27460,Bocci A.,Sirunyan A.M.,417
117002,Sirunyan A.M.,Zhang H.,417
107077,Popov V.,Sirunyan A.M.,417
116675,Sirunyan A.M.,Wang F.,417
88295,Li Q.,Sirunyan A.M.,418
66466,Hussain U.,Sirunyan A.M.,419
53109,Dutta S.,Sirunyan A.M.,420
116716,Sirunyan A.M.,Weber M.,423
77132,Kim J.,Sirunyan A.M.,427
16162,Alves F.L.,Sirunyan A.M.,430
74614,Kaur A.,Sirunyan A.M.,458
96831,Mukherjee S.,Sirunyan A.M.,460
86281,Lee H.,Sirunyan A.M.,461
116676,Sirunyan A.M.,Wang H.,462
75624,Khalil S.,Sirunyan A.M.,498
91754,Magnani A.,Sirunyan A.M.,511
35915,Chang P.,Sirunyan A.M.,579
31414,Burns D.,Sirunyan A.M.,599
116683,Sirunyan A.M.,Wang S.,628
116680,Sirunyan A.M.,Wang Q.,647
86437,Lee S.,Sirunyan A.M.,652
54781,Fabbri F.,Sirunyan A.M.,652
41585,Chen Y.,Sirunyan A.M.,658
114667,Sharma S.,Sirunyan A.M.,666
88349,Li W.,Sirunyan A.M.,687
116689,Sirunyan A.M.,Wang Y.,689
13376,Ahmad M.,Sirunyan A.M.,720
86355,Lee K.,Sirunyan A.M.,754
97254,Müller T.,Sirunyan A.M.,758
86456,Lee S.W.,Sirunyan A.M.,763
25572,Belyaev A.,Sirunyan A.M.,763
114695,Sharma V.,Sirunyan A.M.,763
40485,Chauhan S.,Sirunyan A.M.,763
59013,Ghosh S.,Sirunyan A.M.,764
23733,Banerjee S.,Sirunyan A.M.,764
77092,Kim H.,Sirunyan A.M.,767
56392,Finger M.,Sirunyan A.M.,785
46905,Cole J.E.,Sirunyan A.M.,792
92447,Malik S.,Sirunyan A.M.,797
68627,Jain S.,Sirunyan A.M.,800
116677,Sirunyan A.M.,Wang J.,809
77033,Kilminster B.,Sirunyan A.M.,824
59034,Giacomelli P.,Sirunyan A.M.,828
24356,Baringer P.,Sirunyan A.M.,830
114634,Sharma A.,Sirunyan A.M.,875
83592,Kumar A.,Sirunyan A.M.,913
86305,Lee J.,Sirunyan A.M.,1025
116690,Sirunyan A.M.,Wang Z.,1034
26611,Bhattacharya S.,Sirunyan A.M.,1102
